county,STATE TOTAL,Adams,Allegheny,Armstrong,Beaver,Bedford,Berks,Blair,Bradford,Bucks,Butler,Cambria,Cameron,Carbon,Centre,Chester,Clarion,Clearfield,Clinton,Columbia,Crawford,Cumberland,Dauphin,Delaware,Elk,Erie,Fayette,Forest,Franklin,Fulton,Greene,Huntingdon,Indiana,Jefferson,Juniata,Lackawanna,Lancaster,Lawrence,Lebanon,Lehigh,Luzerne,Lycoming,McKean,Mercer,Mifflin,Monroe,Montgomery,Montour,Northampton,Northumberland,Perry,Philadelphia,Pike,Potter,Schuylkill,Snyder,Somerset,Sullivan,Susquehanna,Tioga,Union,Venango,Warren,Washington,Wayne,Westmoreland,Wyoming,York
Apr-08,"1,946,605","8,729","179,039","12,178","28,472","8,025","61,984","25,072","11,073","43,382","18,564","25,019","1,136","8,522","11,379","29,377","6,740","17,211","7,037","9,459","17,264","16,356","39,424","87,699","5,079","56,718","35,938",977,"14,969","2,172","8,892","7,513","12,747","9,277","2,953","34,624","55,494","17,390","16,485","55,047","54,770","19,220","8,927","22,500","8,633","22,365","53,495","2,464","32,765","14,382","5,157","467,605","5,931","3,501","22,923","4,862","11,705",959,"6,608","6,478","4,522","11,063","6,782","30,052","7,762","48,416","4,552","48,790"
May-08,"1,955,604","8,877","179,462","12,195","28,538","8,035","61,911","25,103","10,992","43,610","18,740","25,238","1,136","8,530","11,324","29,643","6,708","17,316","6,959","9,369","17,333","16,719","39,487","91,153","5,144","56,736","35,647","1,006","15,157","2,198","8,933","7,594","12,663","9,347","2,987","35,091","56,156","17,395","16,491","54,895","55,248","19,178","8,813","22,404","8,550","22,356","54,208","2,699","32,798","14,199","5,170","469,270","5,949","3,364","23,051","4,967","11,685",957,"6,583","6,610","4,474","11,158","6,743","29,857","7,721","48,657","4,487","48,630"
Jun-08,"1,952,383","8,898","178,909","12,191","28,473","7,951","61,940","25,222","10,919","43,428","18,736","25,293","1,139","8,515","11,280","29,484","6,714","17,220","6,967","9,242","17,225","16,676","39,449","91,560","5,166","56,715","35,679",998,"15,095","2,173","8,913","7,515","12,719","9,286","2,987","35,079","56,403","17,302","16,474","54,856","54,826","19,275","8,809","22,515","8,479","22,200","54,408","2,685","32,655","14,272","5,078","468,492","5,934","3,335","22,857","4,959","11,640",943,"6,570","6,568","4,478","11,152","6,604","29,666","7,622","48,725","4,487","48,358"
Jul-08,"1,956,781","8,948","179,331","12,099","28,565","7,938","62,153","25,140","10,958","43,914","18,631","25,129","1,177","8,406","11,213","29,657","6,705","17,300","6,906","9,242","17,316","16,482","39,278","93,321","5,151","56,701","35,820",996,"15,113","2,185","9,021","7,522","12,685","9,266","2,982","35,001","56,154","17,353","16,672","54,499","54,785","19,412","8,706","22,468","8,622","22,245","54,546","2,667","32,371","14,210","5,128","470,332","6,037","3,356","23,017","5,104","11,671",940,"6,575","6,585","4,500","11,112","6,593","29,329","7,610","48,926","4,497","48,507"
Aug-08,"1,972,850","9,032","180,296","12,177","28,512","8,003","62,756","25,124","11,084","44,453","18,888","25,077","1,192","8,513","11,290","29,876","6,826","17,515","6,904","9,264","17,393","16,522","39,687","95,669","5,219","57,448","35,672",985,"15,285","2,275","8,892","7,571","12,712","9,292","3,005","35,247","56,593","17,429","16,769","55,040","55,603","19,509","8,706","22,488","8,694","22,298","54,615","2,671","32,995","14,355","5,052","474,009","6,076","3,376","23,341","5,034","11,629",958,"6,619","6,605","4,518","11,115","6,641","29,591","7,676","49,127","4,534","49,528"
Sep-08,"1,956,944","9,225","180,993","12,278","28,407","8,031","63,176","25,116","11,066","44,704","18,734","24,959","1,188","8,671","11,335","29,822","6,729","17,438","6,883","9,305","17,450","16,683","40,063","73,544","5,294","57,624","35,767",942,"15,567","2,284","8,790","7,532","12,689","9,294","2,987","35,669","57,107","17,426","16,706","55,301","55,821","19,731","8,742","22,784","8,824","22,619","54,693","2,686","33,106","14,460","5,075","474,239","6,093","3,356","23,531","5,074","11,649",984,"6,500","6,592","4,561","11,077","6,789","29,406","7,757","49,446","4,625","49,945"
Oct-08,"1,966,723","9,305","182,398","12,246","28,679","8,082","63,566","25,222","11,178","45,007","18,903","25,000","1,239","8,768","11,393","29,930","6,890","17,696","7,010","9,326","17,727","17,004","40,161","74,065","5,283","58,224","35,743",940,"15,689","2,233","8,803","7,590","12,758","9,456","3,010","35,591","57,324","17,570","17,062","55,329","56,053","19,676","8,736","22,981","8,766","22,881","55,572","2,640","33,317","14,546","5,076","474,012","6,243","3,378","23,768","5,135","11,720",989,"6,605","6,589","4,454","11,044","6,764","29,672","7,867","50,057","4,673","50,109"
Nov-08,"1,974,101","9,335","182,534","12,174","28,604","8,104","63,578","25,202","11,223","45,613","18,955","24,897","1,205","8,841","11,302","30,033","6,947","17,627","7,033","9,365","17,774","16,996","40,820","74,353","5,307","58,162","35,669",968,"15,972","2,233","8,817","7,657","12,822","9,295","3,027","35,727","57,820","17,569","17,105","55,739","56,332","19,638","8,820","22,936","8,732","23,217","56,711","2,603","33,868","14,721","5,121","475,682","6,282","3,305","23,889","5,143","11,630",984,"6,578","6,524","4,477","11,118","6,674","29,759","7,855","49,983","4,674","50,441"
Dec-08,"1,980,900","9,399","182,559","12,183","28,543","8,181","64,043","25,179","11,194","45,738","19,019","24,747","1,188","8,792","11,427","30,141","6,895","17,483","6,954","9,272","17,826","17,290","41,070","74,385","5,285","58,708","35,824",986,"16,106","2,258","8,815","7,669","12,748","9,455","2,974","35,837","58,442","17,712","17,297","55,452","56,579","19,605","8,816","22,994","8,803","23,337","57,502","2,605","33,490","14,971","5,079","478,480","6,249","3,306","24,053","5,078","11,640",964,"6,506","6,491","4,474","11,045","6,668","29,485","7,763","50,246","4,663","50,932"
Jan-09,"1,992,548","9,453","182,502","12,228","28,836","8,241","64,669","25,405","11,376","46,172","19,102","24,847","1,167","8,903","11,604","30,337","6,994","17,616","7,038","9,498","17,954","17,665","41,229","75,022","5,272","58,439","36,087","1,009","16,349","2,343","8,850","7,654","12,819","9,442","3,066","36,138","59,118","17,745","17,701","55,539","57,123","19,617","8,949","22,973","8,877","23,809","58,707","2,609","33,783","15,033","5,110","478,885","6,389","3,354","24,547","5,117","11,658",977,"6,770","6,604","4,534","11,171","6,766","29,526","8,011","50,521","4,664","51,035"
Feb-09,"2,008,216","9,558","184,232","12,335","29,051","8,296","65,320","25,501","11,569","47,138","19,287","25,176","1,185","9,041","11,613","30,876","7,014","17,744","7,177","9,564","17,916","17,965","41,270","75,429","5,302","58,994","36,180","1,003","16,547","2,376","8,833","7,798","12,946","9,470","3,092","36,353","59,667","17,877","17,805","55,902","57,751","19,616","9,092","23,120","8,917","24,245","59,739","2,625","34,187","15,221","5,185","480,299","6,528","3,380","24,533","5,180","11,759","1,012","6,702","6,685","4,647","11,168","6,836","29,860","8,020","51,065","4,688","51,754"
Mar-09,"2,028,669","9,735","186,520","12,515","29,132","8,429","66,358","25,764","11,660","47,805","19,565","25,528","1,210","9,180","11,625","31,420","7,091","17,926","7,083","9,640","18,151","18,097","41,816","75,811","5,380","60,025","36,362",974,"16,845","2,421","8,839","7,856","12,954","9,476","3,166","36,734","60,620","18,123","17,870","56,586","58,030","19,888","9,131","23,584","8,972","24,692","60,199","2,657","34,843","15,332","5,210","483,789","6,673","3,445","24,802","5,173","11,923","1,039","6,776","6,779","4,606","11,245","6,894","30,157","8,117","51,564","4,671","52,186"
Apr-09,"2,027,916","9,786","186,292","12,550","29,219","8,431","66,882","25,660","11,817","48,062","19,516","25,319","1,199","9,126","11,649","31,660","7,016","17,749","7,017","9,679","18,166","18,187","41,575","75,869","5,440","60,124","35,777",979,"16,766","2,426","8,920","7,820","12,900","9,512","3,158","36,708","60,685","18,054","17,904","56,611","58,043","19,923","9,103","23,288","8,998","24,943","60,646","2,673","34,993","15,204","5,262","482,721","6,622","3,510","24,762","5,220","11,965","1,014","6,789","6,791","4,644","11,263","6,881","29,929","8,101","51,302","4,663","52,453"
May-09,"2,036,698","9,807","186,539","12,506","29,267","8,460","67,268","25,548","11,842","48,485","19,588","25,455","1,210","9,223","11,566","31,903","6,920","17,897","7,065","9,741","18,164","18,492","41,621","76,638","5,445","60,302","35,875",992,"17,035","2,470","8,845","7,873","12,864","9,566","3,162","36,869","61,308","18,116","18,069","56,537","58,262","20,045","9,223","23,259","9,042","25,203","61,463","2,675","35,108","15,185","5,338","484,743","6,594","3,521","24,905","5,247","11,961","1,062","6,766","6,738","4,626","11,385","6,882","29,922","8,143","51,572","4,738","52,557"
Jun-09,"2,044,830","9,910","187,492","12,570","29,261","8,333","67,006","25,553","11,747","48,984","19,651","25,411","1,216","9,214","11,663","32,196","7,010","17,960","7,093","9,667","18,181","18,518","41,812","77,281","5,503","60,651","35,768","1,017","17,240","2,471","8,857","7,917","13,097","9,554","3,104","37,115","61,946","18,175","18,064","56,579","58,464","20,075","9,215","23,569","9,070","25,360","62,367","2,644","35,153","15,218","5,372","486,271","6,745","3,470","25,152","5,173","11,926","1,053","6,771","6,709","4,669","11,352","6,900","29,927","8,235","51,692","4,740","52,751"
Jul-09,"2,050,155","9,983","187,875","12,496","29,356","8,381","67,039","25,628","11,690","49,221","19,705","25,456","1,241","9,209","11,729","32,443","7,029","18,039","7,068","9,617","18,402","18,511","41,931","77,697","5,531","60,419","35,873","1,022","17,176","2,490","8,789","7,894","13,125","9,569","3,117","37,197","62,359","18,273","18,310","56,392","58,387","20,154","9,143","23,466","9,164","25,754","63,260","2,660","35,333","15,259","5,343","486,959","6,714","3,427","25,190","5,338","11,999","1,037","6,718","6,683","4,651","11,341","6,860","29,883","8,150","52,035","4,757","53,208"
Aug-09,"2,077,953","10,141","189,963","12,696","29,651","8,471","68,302","25,769","11,757","50,041","19,993","25,736","1,264","9,336","11,779","32,771","7,074","18,317","7,143","9,734","18,475","18,726","42,736","79,283","5,636","61,512","36,381","1,030","17,640","2,528","8,896","8,000","13,217","9,739","3,151","37,679","63,242","18,469","18,605","56,934","59,222","20,430","9,378","23,965","9,292","25,815","64,329","2,701","35,896","15,513","5,505","492,861","6,726","3,399","25,512","5,397","12,001","1,060","6,863","6,777","4,884","11,564","6,965","30,282","8,278","52,699","4,770","54,052"
Sep-09,"2,081,245","10,258","189,233","12,803","29,576","8,544","68,671","25,747","11,764","50,435","20,020","25,767","1,256","9,382","11,773","32,710","7,042","18,246","7,145","9,825","18,529","18,913","42,984","79,343","5,637","61,638","36,385","1,044","17,660","2,530","8,840","7,973","13,268","9,777","3,233","37,613","63,753","18,468","18,613","57,146","59,204","20,347","9,411","23,791","9,260","25,969","64,623","2,688","35,919","15,503","5,508","493,624","6,781","3,446","25,761","5,355","11,967","1,018","6,872","6,751","4,834","11,607","7,092","30,306","8,184","52,925","4,723","54,232"
Oct-09,"2,102,190","10,370","191,662","12,803","29,888","8,468","69,539","26,081","12,041","51,000","20,151","25,943","1,266","9,486","11,768","32,750","7,166","18,194","7,271","9,828","18,819","19,267","43,437","80,376","5,676","62,013","36,649","1,022","17,898","2,559","8,833","8,032","13,396","9,879","3,280","37,813","64,895","18,624","18,834","57,745","59,586","20,493","9,475","23,925","9,432","26,501","65,912","2,688","36,258","15,662","5,560","497,699","6,938","3,448","25,982","5,425","12,086","1,009","6,917","6,843","4,823","11,636","7,098","30,527","8,238","53,267","4,756","55,284"
Nov-09,"2,097,196","10,254","191,997","12,748","29,738","8,470","69,118","25,961","11,869","50,868","20,107","25,849","1,213","9,400","11,774","32,556","7,096","18,019","7,158","9,804","18,586","19,329","43,369","80,394","5,600","61,866","36,233","1,007","17,794","2,541","8,747","8,152","13,281","9,817","3,319","37,721","64,923","18,533","18,579","57,531","59,030","20,397","9,539","23,702","9,318","26,293","66,491","2,654","36,188","15,711","5,564","498,170","6,905","3,456","25,906","5,388","11,898","1,011","6,848","6,888","4,736","11,713","6,952","30,274","8,111","52,751","4,825","55,156"
Dec-09,"2,089,716","10,267","191,280","12,637","29,663","8,471","69,697","25,832","11,573","50,996","19,992","25,622","1,241","9,303","11,664","32,366","7,074","17,944","7,058","9,699","18,323","19,529","43,124","79,628","5,484","62,256","35,970","1,009","17,801","2,519","8,728","8,021","13,193","9,653","3,324","37,680","64,996","18,388","18,491","57,414","58,787","20,303","9,395","23,535","9,145","26,223","66,197","2,573","36,071","15,538","5,537","496,086","6,970","3,410","25,693","5,326","11,841",992,"6,791","6,883","4,721","11,672","6,934","30,132","8,292","53,013","4,745","55,001"
Jan-10,"2,108,821","10,333","191,501","12,826","29,962","8,682","70,175","26,134","11,797","51,583","20,368","25,978","1,246","9,437","11,915","33,039","7,168","18,082","7,185","9,931","18,728","19,934","43,706","80,287","5,612","63,058","36,258","1,006","17,934","2,563","8,839","7,960","13,350","9,757","3,319","37,846","65,597","18,547","18,697","58,143","59,482","20,315","9,420","23,754","9,359","26,257","67,319","2,574","36,601","15,725","5,558","499,662","6,896","3,489","26,095","5,372","12,062","1,030","6,790","6,840","4,838","11,716","7,109","30,188","8,224","53,324","4,792","55,547"
Feb-10,"2,114,565","10,300","191,547","12,758","29,992","8,645","70,729","26,214","11,827","52,014","20,472","26,264","1,245","9,426","12,133","33,483","7,163","18,295","7,260","9,897","18,752","19,892","43,784","80,588","5,750","63,371","36,397","1,008","18,074","2,558","8,840","7,963","13,455","9,803","3,315","38,002","66,145","18,735","18,729","57,980","59,649","20,429","9,516","23,812","9,437","26,483","67,697","2,591","36,900","15,816","5,537","498,908","6,955","3,527","26,003","5,429","12,071","1,016","6,800","6,899","4,870","11,901","7,213","30,270","8,174","53,630","4,771","55,456"
Mar-10,"2,150,854","10,570","195,545","13,055","30,471","8,789","72,135","26,349","11,903","53,256","20,704","26,415","1,247","9,504","12,250","34,197","7,220","18,625","7,250","9,947","19,042","20,543","45,248","82,123","5,671","64,032","36,694",995,"18,436","2,557","8,843","8,011","13,700","9,925","3,357","38,728","67,578","18,782","19,179","58,898","60,897","20,688","9,540","24,281","9,456","27,025","69,014","2,624","37,665","16,129","5,586","507,744","7,115","3,578","26,422","5,523","12,305","1,035","6,881","6,992","4,957","11,966","7,309","30,710","8,319","53,979","4,813","56,527"
Apr-10,"2,149,672","10,449","196,473","13,148","30,511","8,803","72,513","26,308","12,061","53,119","20,652","26,353","1,242","9,432","12,145","34,275","7,218","18,433","7,216","9,890","19,004","20,567","45,208","81,486","5,473","63,755","36,682",981,"18,362","2,515","8,833","7,893","13,654","9,922","3,392","38,618","67,409","18,661","19,005","59,401","61,016","20,669","9,494","24,041","9,452","26,830","69,476","2,602","37,664","16,235","5,593","508,355","7,045","3,589","26,250","5,494","12,220","1,042","6,940","6,985","4,974","11,882","7,254","30,526","8,329","53,523","4,770","56,360"
May-10,"2,162,141","10,627","197,707","13,091","30,459","8,789","73,104","26,593","12,089","53,124","20,747","26,553","1,264","9,516","12,065","34,429","7,221","18,362","7,353","9,927","18,822","20,632","44,876","82,142","5,497","64,100","36,557","1,002","18,427","2,575","8,847","8,046","13,613","9,912","3,381","38,771","68,089","18,759","19,116","59,878","61,562","20,892","9,494","24,156","9,553","26,865","70,412","2,609","37,723","16,445","5,622","512,196","7,172","3,599","26,559","5,521","12,366","1,030","6,987","6,974","4,991","11,912","7,223","30,733","8,371","54,052","4,894","56,166"
Jun-10,"2,163,838","10,576","197,695","13,102","30,217","8,679","72,688","26,633","12,077","53,630","20,690","26,439","1,285","9,488","12,217","35,035","7,180","18,362","7,288","10,068","18,810","20,622","45,161","81,929","5,463","64,457","36,511",979,"18,490","2,595","8,814","7,971","13,623","9,944","3,376","38,984","68,215","18,575","19,269","59,954","61,546","20,856","9,498","24,110","9,430","26,916","70,882","2,607","37,930","16,421","5,762","512,886","7,098","3,627","26,650","5,519","12,316","1,050","6,952","6,867","4,979","11,814","7,199","30,498","8,295","54,090","4,833","56,116"
Jul-10,"2,191,363","10,710","200,284","13,392","30,872","8,731","73,835","27,073","12,008","54,219","20,999","26,945","1,264","9,658","12,377","35,430","7,260","18,512","7,325","10,196","19,169","20,778","45,851","83,225","5,551","65,338","36,905",966,"18,724","2,600","8,801","8,085","13,765","10,184","3,437","39,355","69,407","18,991","19,588","60,936","62,077","21,097","9,535","24,460","9,508","27,255","71,079","2,601","38,336","16,944","5,833","518,538","7,154","3,589","27,127","5,573","12,431","1,029","7,067","6,938","5,059","11,850","7,410","30,962","8,410","54,644","4,868","57,243"
Aug-10,"2,204,565","10,886","201,948","13,412","30,991","8,723","74,185","27,034","12,012","54,742","21,024","27,173","1,268","9,690","12,387","35,932","7,258","18,480","7,247","10,374","19,234","20,718","45,849","83,390","5,621","65,276","36,874",958,"19,092","2,653","8,869","8,062","13,829","10,110","3,418","39,762","70,219","19,012","19,724","61,703","62,589","21,219","9,701","24,752","9,571","27,564","70,801","2,605","38,689","17,122","5,755","521,883","7,234","3,643","27,245","5,658","12,397","1,057","7,021","6,879","5,121","11,932","7,539","31,150","8,499","55,274","4,949","57,577"
Sep-10,"2,190,259","10,858","201,116","13,163","30,444","8,686","73,753","26,777","11,757","54,354","20,934","26,681","1,274","9,686","12,174","36,132","7,242","18,395","7,176","10,312","18,884","20,493","45,765","82,820","5,547","64,742","36,410",961,"19,014","2,537","8,678","7,981","13,823","9,973","3,382","39,484","69,959","18,944","19,527","61,530","62,174","21,135","9,513","24,426","9,488","26,935","70,142","2,590","38,357","16,885","5,612","520,409","7,216","3,572","27,081","5,602","12,367","1,005","7,050","6,768","4,999","11,812","7,324","30,980","8,413","54,763","4,848","57,425"
Oct-10,"2,208,194","10,990","202,687","13,177","30,712","8,748","73,897","26,968","11,763","55,208","21,028","26,866","1,268","9,752","12,202","36,761","7,229","18,509","7,280","10,353","18,963","20,684","45,902","83,750","5,585","65,018","36,652",954,"19,357","2,560","8,735","8,038","13,899","9,942","3,424","39,912","70,530","18,864","19,639","62,192","62,353","21,129","9,441","24,546","9,494","27,519","70,876","2,602","39,061","17,021","5,653","525,830","7,325","3,569","27,256","5,566","12,456","1,004","7,101","6,823","4,975","11,838","7,329","31,338","8,558","54,806","4,835","57,892"
Nov-10,"2,218,647","10,898","204,308","13,376","30,816","8,709","74,638","26,665","11,668","55,471","20,937","27,006","1,247","9,743","12,235","37,321","7,208","18,342","7,230","10,246","18,920","20,849","46,142","84,298","5,607","65,668","36,679",934,"19,514","2,618","8,798","8,087","13,866","9,988","3,464","39,817","71,153","18,897","19,897","62,714","62,369","21,107","9,505","24,583","9,634","27,935","71,329","2,570","39,175","17,112","5,642","528,472","7,231","3,613","27,206","5,543","12,498","1,042","7,152","6,869","5,022","11,917","7,398","31,306","8,531","54,922","4,884","58,106"
Dec-10,"2,222,961","10,818","205,086","13,117","30,719","8,623","75,951","26,728","11,475","55,489","20,987","27,018","1,246","9,793","12,316","37,738","7,195","18,385","7,183","10,222","18,960","21,076","46,517","84,118","5,603","66,351","36,551",952,"19,509","2,514","8,863","8,189","14,002","10,041","3,431","39,788","71,131","18,747","19,878","63,081","62,628","20,823","9,493","24,596","9,515","28,135","69,805","2,567","39,587","17,085","5,613","529,595","7,332","3,633","27,442","5,522","12,437","1,008","7,062","6,889","5,000","11,987","7,395","31,187","8,509","55,187","4,890","58,648"
Jan-11,"2,231,949","10,826","204,993","13,202","31,161","8,697","76,377","26,901","11,411","55,764","21,215","26,948","1,258","9,920","12,430","37,966","7,251","18,456","7,236","10,268","19,086","21,191","46,879","84,183","5,661","66,930","36,704",951,"19,662","2,549","9,021","8,197","14,133","9,958","3,430","40,108","71,407","18,901","19,826","63,478","62,967","20,980","9,648","24,795","9,513","28,380","69,491","2,592","39,704","17,288","5,754","530,784","7,400","3,574","27,572","5,637","12,426","1,030","7,075","6,815","5,088","12,074","7,506","31,353","8,546","55,660","4,825","58,937"
Feb-11,"2,237,308","10,913","205,400","13,220","31,163","8,692","76,311","26,862","11,424","56,053","21,297","27,175","1,264","9,899","12,455","38,232","7,210","18,571","7,242","10,302","18,965","21,268","46,942","84,794","5,735","66,957","36,838",979,"19,931","2,521","8,879","8,195","14,073","9,984","3,410","40,087","71,409","18,900","19,934","63,616","63,339","20,981","9,626","24,854","9,517","28,307","69,402","2,616","39,775","17,465","5,751","532,513","7,325","3,532","27,656","5,678","12,594","1,037","7,056","6,911","5,066","11,957","7,521","31,590","8,601","55,728","4,836","58,972"
Mar-11,"2,264,635","11,136","208,092","13,400","31,241","8,853","77,295","27,080","11,322","56,748","21,532","27,479","1,267","10,003","12,580","39,249","7,292","18,725","7,271","10,474","19,250","21,720","47,687","86,119","5,644","67,281","36,931",953,"20,085","2,534","9,000","8,263","14,037","10,021","3,465","40,618","72,684","19,049","20,264","64,363","64,052","21,191","9,574","25,014","9,700","28,682","69,965","2,619","40,411","17,527","5,876","540,701","7,556","3,559","28,072","5,717","12,644","1,043","7,083","6,997","5,101","12,121","7,599","31,649","8,683","55,772","4,834","59,886"
Apr-11,"2,278,460","11,297","210,050","13,399","31,322","8,851","77,875","27,221","11,288","57,638","21,595","27,562","1,247","10,123","12,365","39,783","7,284","18,817","7,363","10,477","19,372","21,862","47,550","86,902","5,685","67,417","36,960",956,"20,171","2,506","8,936","8,296","14,025","9,971","3,482","40,558","73,380","19,071","20,531","64,802","64,780","21,226","9,595","25,025","9,642","29,159","69,574","2,633","40,761","17,747","5,888","545,313","7,588","3,570","27,952","5,660","12,609","1,034","7,104","6,895","5,145","12,184","7,573","32,088","8,718","55,850","4,906","60,251"
May-11,"2,274,565","11,046","208,767","13,292","31,406","8,832","77,944","27,135","11,119","57,861","21,432","27,398","1,252","10,043","12,237","39,640","7,293","18,638","7,234","10,468","19,230","21,819","47,444","86,477","5,710","67,564","36,832",954,"20,144","2,557","8,994","8,272","14,009","9,928","3,499","40,604","73,132","19,076","20,440","64,749","64,543","20,990","9,591","24,869","9,653","29,265","69,752","2,600","40,599","17,769","5,859","546,187","7,547","3,612","27,890","5,642","12,628","1,004","7,063","6,872","5,161","12,011","7,539","32,005","8,601","55,679","4,905","60,258"
Jun-11,"2,280,442","10,933","208,582","13,311","31,302","8,794","77,820","27,011","11,122","58,076","21,560","27,578","1,276","10,033","12,287","39,905","7,307","18,495","7,204","10,545","19,083","21,810","47,372","87,132","5,644","68,019","36,862",967,"20,081","2,574","8,858","8,274","13,936","10,017","3,446","40,542","73,769","19,174","20,568","64,679","64,481","21,030","9,624","24,935","9,711","29,132","70,550","2,594","40,223","17,696","5,851","549,443","7,606","3,625","27,802","5,736","12,550","1,003","7,065","6,858","5,184","11,962","7,543","31,952","8,688","56,008","4,888","60,754"
Jul-11,"2,299,075","11,038","209,790","13,453","31,502","8,767","78,323","27,099","11,085","58,995","21,927","27,642","1,260","10,106","12,409","40,140","7,373","18,661","7,252","10,592","19,253","22,074","47,942","88,735","5,674","68,869","36,977",978,"20,193","2,581","8,868","8,397","13,942","10,048","3,514","40,883","74,807","19,167","20,920","65,042","65,111","21,166","9,596","25,155","9,735","29,430","70,075","2,669","40,263","17,871","5,855","555,592","7,646","3,688","28,093","5,743","12,525","1,006","7,039","6,920","5,201","11,836","7,727","32,016","8,675","56,029","4,920","61,215"
Aug-11,"2,303,561","11,147","210,764","13,451","31,770","8,839","78,757","27,167","11,004","58,957","21,787","27,634","1,236","10,186","12,424","40,210","7,358","18,708","7,128","10,641","19,300","21,863","48,483","88,435","5,636","68,651","36,954",990,"20,439","2,558","8,899","8,363","13,978","10,061","3,460","40,825","75,024","19,277","20,804","65,298","65,028","20,965","9,668","25,347","9,767","29,510","70,077","2,647","40,269","17,726","5,892","557,317","7,530","3,674","28,021","5,751","12,587","1,007","7,008","6,892","5,226","12,054","7,694","31,994","8,782","56,121","4,923","61,618"
Sep-11,"2,275,981","11,119","209,865","13,404","31,677","8,867","76,826","27,129","10,683","57,444","21,671","27,608","1,234","10,124","12,226","36,747","7,232","18,524","7,103","10,534","19,106","21,717","47,786","87,161","5,609","68,400","36,441",964,"20,332","2,531","8,747","8,276","13,897","9,988","3,388","40,244","74,476","19,179","20,630","62,137","64,306","20,862","9,605","24,967","9,831","28,606","69,810","2,591","39,426","17,488","5,850","552,040","7,568","3,598","27,826","5,676","12,459",964,"6,892","6,932","5,178","11,870","7,562","31,897","8,700","56,009","4,737","61,705"
Oct-11,"2,246,236","11,034","206,102","13,077","31,047","8,776","75,893","26,686","10,572","57,160","21,205","27,364","1,205","10,077","12,053","37,119","7,144","18,245","7,063","10,415","18,605","21,649","47,723","87,055","5,524","67,190","36,301",944,"20,058","2,452","8,662","8,087","13,677","9,773","3,356","40,043","73,470","18,882","20,418","61,733","63,350","20,678","9,513","24,553","9,522","27,920","70,004","2,593","39,711","17,447","5,773","540,336","7,476","3,553","27,462","5,617","12,292",981,"6,838","6,826","5,191","11,749","7,488","31,375","8,572","55,356","4,695","61,526"
Nov-11,"2,172,155","10,728","198,008","12,647","29,927","8,555","73,655","25,888","10,278","55,632","20,629","26,382","1,179","9,842","11,742","36,397","6,929","17,618","6,841","10,047","18,008","21,310","45,737","85,777","5,311","64,212","35,122",930,"19,411","2,362","8,408","7,848","13,366","9,431","3,271","38,750","71,039","18,259","19,733","60,042","61,732","19,871","9,097","23,659","9,217","27,309","68,466","2,519","38,319","16,852","5,596","519,682","7,312","3,425","26,582","5,454","12,035",943,"6,600","6,584","5,009","11,306","7,187","30,573","8,447","53,408","4,549","59,171"
Dec-11,"2,158,132","10,713","195,432","12,493","29,687","8,472","73,636","25,783","10,191","55,715","20,532","26,126","1,168","9,747","11,687","36,258","6,828","17,481","6,791","9,918","17,762","21,321","45,633","84,959","5,229","64,203","34,856",927,"19,352","2,361","8,297","7,780","13,310","9,321","3,259","38,523","70,574","18,129","19,647","59,669","61,569","19,702","9,094","23,604","9,183","27,389","68,412","2,497","37,692","16,765","5,590","516,315","7,256","3,438","26,375","5,369","11,993",941,"6,495","6,459","4,937","11,150","7,133","30,367","8,357","52,953","4,476","58,851"
Jan-12,"2,167,587","10,782","195,558","12,616","29,844","8,474","74,325","25,788","10,187","56,106","20,725","26,189","1,183","9,747","11,742","36,700","6,846","17,562","6,803","9,935","17,773","21,511","45,676","85,426","5,219","64,723","34,865",928,"19,385","2,368","8,268","7,820","13,299","9,318","3,282","38,886","71,225","18,097","19,844","59,819","61,899","19,771","9,149","23,710","9,217","27,829","68,996","2,501","38,164","16,944","5,587","516,952","7,386","3,478","26,461","5,347","11,973",955,"6,550","6,511","4,937","11,148","7,166","30,529","8,382","53,191","4,455","59,555"
Feb-12,"2,176,160","10,810","195,927","12,617","29,881","8,469","74,530","25,847","10,187","56,416","20,806","26,219","1,183","9,755","11,738","36,929","6,867","17,566","6,829","9,925","17,857","21,635","46,023","85,892","5,248","64,703","34,918",935,"19,388","2,386","8,243","7,785","13,326","9,305","3,299","39,152","71,597","18,018","19,988","59,913","62,212","19,923","9,114","23,762","9,201","28,046","69,502","2,526","38,551","16,954","5,654","519,891","7,444","3,509","26,600","5,364","12,027",960,"6,600","6,426","4,958","11,079","7,176","30,611","8,392","53,256","4,471","59,839"
Mar-12,"2,178,851","10,727","195,462","12,637","29,871","8,466","74,195","25,940","10,124","56,292","20,782","26,294","1,193","9,730","11,773","37,179","6,808","17,549","6,789","9,960","17,819","21,826","46,180","85,979","5,221","64,665","34,874",929,"19,470","2,372","8,120","7,853","13,211","9,198","3,287","39,106","71,967","18,050","20,015","59,892","62,505","19,936","9,063","23,785","9,170","28,171","70,218","2,491","38,546","17,071","5,623","521,678","7,454","3,438","26,633","5,384","12,059",959,"6,554","6,331","4,971","11,074","7,192","30,708","8,396","53,092","4,491","60,053"
