county,STATE TOTAL,Adams,Allegheny,Armstrong,Beaver,Bedford,Berks,Blair,Bradford,Bucks,Butler,Cambria,Cameron,Carbon,Centre,Chester,Clarion,Clearfield,Clinton,Columbia,Crawford,Cumberland,Dauphin,Delaware,Elk,Erie,Fayette,Forest,Franklin,Fulton,Greene,Huntingdon,Indiana,Jefferson,Juniata,Lackawanna,Lancaster,Lawrence,Lebanon,Lehigh,Luzerne,Lycoming,McKean,Mercer,Mifflin,Monroe,Montgomery,Montour,Northampton,Northumberland,Perry,Philadelphia,Pike,Potter,Schuylkill,Snyder,Somerset,Sullivan,Susquehanna,Tioga,Union,Venango,Warren,Washington,Wayne,Westmoreland,Wyoming,York
Apr-16,"2,752,946","15,383","232,992","15,858","35,604","11,089","89,892","32,276","13,603","75,900","26,175","33,392","1,358","12,683","14,748","52,216","8,145","20,821","8,671","12,315","19,809","31,256","64,319","113,332","5,917","76,139","41,885","1,099","27,376","3,127","9,558","9,790","17,423","11,091","4,058","52,272","90,662","21,770","27,112","82,316","81,481","26,136","11,028","27,613","10,868","34,909","104,089","3,050","53,434","21,938","7,263","627,905","10,427","4,244","33,081","6,727","15,770","1,174","7,938","9,379","5,647","13,262","8,685","37,656","10,145","66,986","5,763","82,916"
May-16,"2,765,510","15,461","233,240","15,858","35,742","11,179","90,217","32,482","13,705","76,055","26,318","33,565","1,353","12,740","14,767","52,294","8,138","20,822","8,673","12,347","19,954","31,463","64,219","113,947","5,878","76,320","42,233","1,114","27,493","3,144","9,665","9,814","17,526","11,140","4,122","52,449","90,912","21,894","27,245","82,698","81,986","26,252","11,106","27,648","10,931","35,217","104,343","3,075","53,699","22,029","7,277","632,636","10,458","4,282","33,336","6,781","15,911","1,178","8,025","9,491","5,684","13,260","8,737","37,863","10,108","67,238","5,803","82,970"
Jun-16,"2,772,011","15,477","233,443","15,884","35,640","11,176","90,478","32,488","13,746","76,129","26,386","33,674","1,375","12,828","14,726","52,454","8,116","20,846","8,713","12,367","19,871","31,449","64,824","114,316","5,917","76,340","42,357","1,116","27,672","3,173","9,758","9,737","17,683","11,219","4,123","52,492","91,111","21,965","27,306","82,446","82,293","26,422","11,100","27,687","10,961","35,375","104,285","3,097","53,841","22,066","7,305","635,206","10,544","4,305","33,389","6,768","15,887","1,143","8,060","9,569","5,676","13,253","8,779","37,980","10,142","67,256","5,807","82,994"
Jul-16,"2,779,675","15,588","234,136","16,024","35,903","11,251","91,280","32,696","13,892","76,692","26,650","33,901","1,379","12,891","14,770","52,916","8,195","20,956","8,773","12,423","19,994","31,707","65,326","103,960","6,014","76,799","42,580","1,113","27,871","3,234","9,805","9,784","17,759","11,242","4,170","52,831","91,637","22,148","27,478","83,217","82,982","26,650","11,149","27,836","10,980","35,770","105,178","3,127","54,301","22,060","7,310","640,028","10,612","4,314","33,621","6,749","15,957","1,132","8,093","9,728","5,673","13,308","8,904","38,204","10,219","67,554","5,791","83,460"
Aug-16,"2,798,529","15,525","233,798","16,006","35,911","11,211","91,768","32,851","13,887","76,845","26,755","34,065","1,402","12,999","14,752","52,982","8,200","20,930","8,756","12,500","20,041","31,813","65,703","115,356","6,062","77,186","42,672","1,109","27,985","3,210","9,837","9,789","17,873","11,200","4,189","52,926","91,857","22,198","27,550","83,397","83,540","26,696","11,171","27,985","10,988","36,022","105,479","3,098","54,370","22,105","7,381","642,360","10,590","4,372","33,664","6,701","15,959","1,127","8,098","9,679","5,718","13,434","8,892","38,321","10,295","67,535","5,862","83,991"
Sep-16,"2,804,061","15,482","234,083","15,907","35,888","11,175","92,154","32,836","13,887","77,127","26,926","34,227","1,378","13,028","14,740","53,024","8,224","20,941","8,761","12,559","20,048","31,891","65,897","115,443","6,066","77,475","42,741","1,130","27,940","3,211","9,869","9,764","17,912","11,176","4,178","52,921","92,003","22,214","27,585","83,793","83,989","26,811","11,193","27,907","11,032","36,127","105,501","3,077","54,478","22,170","7,359","644,182","10,572","4,378","33,822","6,659","16,011","1,122","8,122","9,673","5,754","13,504","8,945","38,384","10,285","67,543","5,872","83,985"
Oct-16,"2,804,943","15,491","233,945","15,881","35,921","11,153","92,114","32,774","13,921","77,219","27,025","34,295","1,373","13,088","14,763","52,858","8,181","20,945","8,806","12,514","20,022","31,864","66,012","115,526","6,045","77,426","42,677","1,126","27,898","3,225","9,865","9,698","17,914","11,213","4,168","53,041","92,007","22,305","27,540","83,841","84,303","26,775","11,130","27,812","11,021","36,346","105,210","3,125","54,400","22,138","7,397","644,981","10,619","4,367","33,927","6,677","16,063","1,126","8,122","9,633","5,772","13,527","8,951","38,517","10,314","67,313","5,862","83,835"
Nov-16,"2,814,173","15,491","234,257","15,872","35,898","11,236","92,850","32,853","13,916","77,661","27,178","34,313","1,399","13,276","14,775","53,079","8,220","21,011","8,788","12,513","20,069","31,977","66,159","116,190","6,060","77,510","42,771","1,121","28,002","3,245","9,912","9,754","17,960","11,235","4,178","53,464","92,231","22,382","27,561","84,113","84,828","26,863","11,150","27,778","11,049","36,621","105,701","3,141","54,598","22,200","7,434","646,662","10,661","4,355","33,965","6,643","16,080","1,130","8,111","9,626","5,772","13,573","8,997","38,625","10,414","67,686","5,882","84,148"
Dec-16,"2,829,660","15,537","235,533","15,920","36,024","11,354","93,739","32,909","14,057","78,236","27,340","34,454","1,406","13,303","14,929","53,566","8,285","21,052","8,815","12,553","20,243","32,235","66,652","116,944","6,061","77,735","42,951","1,121","28,087","3,264","9,992","9,794","18,110","11,259","4,187","53,830","92,734","22,513","27,584","84,497","85,413","27,051","11,216","27,873","11,099","37,002","106,629","3,156","54,901","22,272","7,477","649,751","10,700","4,340","34,038","6,660","16,131","1,155","8,217","9,678","5,776","13,654","8,991","38,827","10,439","68,038","5,967","84,404"
Jan-17,"2,850,991","15,585","238,468","15,928","36,362","11,458","94,846","32,960","14,077","79,399","27,690","34,582","1,412","13,434","15,040","54,058","8,304","21,077","8,925","12,643","20,419","32,643","67,028","118,046","6,040","78,163","43,217","1,119","28,128","3,266","10,072","9,909","18,286","11,356","4,231","54,422","93,295","22,688","27,851","85,235","86,406","27,208","11,308","28,165","11,091","37,333","107,285","3,156","55,222","22,338","7,571","652,784","10,732","4,371","34,213","6,703","16,202","1,168","8,366","9,722","5,768","13,769","9,012","39,171","10,536","68,626","6,012","85,091"
Feb-17,"2,857,966","15,618","239,349","15,984","36,383","11,471","95,270","33,048","14,066","79,997","27,694","34,618","1,426","13,551","15,055","54,323","8,311","21,100","8,959","12,660","20,440","32,906","67,022","118,498","6,039","78,549","43,255","1,116","28,164","3,249","10,079","9,912","18,297","11,358","4,245","54,574","93,561","22,841","27,981","85,459","86,725","27,185","11,301","28,289","11,074","37,386","107,509","3,200","55,335","22,494","7,679","653,604","10,758","4,370","34,210","6,690","16,200","1,172","8,421","9,732","5,752","13,795","9,059","39,239","10,520","68,599","6,008","85,232"
Mar-17,"2,858,630","15,684","239,048","15,991","36,273","11,423","95,048","33,073","14,040","79,665","27,734","34,674","1,438","13,642","15,052","54,251","8,290","21,055","8,996","12,730","20,501","33,085","66,868","118,493","6,045","78,816","43,293","1,104","28,276","3,223","10,078","9,922","18,248","11,430","4,235","54,595","93,315","22,818","28,059","85,511","86,976","27,329","11,264","28,284","11,089","37,413","107,473","3,193","55,338","22,527","7,685","654,069","10,694","4,407","34,170","6,697","16,276","1,193","8,414","9,716","5,723","13,780","9,084","39,257","10,555","68,704","6,044","85,254"
